"sentence","src_label","tgt_label","link_type"
" • Royal Security Royal Security’s founder, Roy Moodley, is a well-known Durban businessman and owner of racehorses, as well the former ward chairperson of the ANC in Umhlanga and a good friend of President Jacob Zuma.","Jacob Zuma","ANC","EMPLOYEE"
" • Royal Security Royal Security’s founder, Roy Moodley, is a well-known Durban businessman and owner of racehorses, as well the former ward chairperson of the ANC in Umhlanga and a good friend of President Jacob Zuma.","Jacob Zuma","ANC","MANAGER"
"He was referring to the ANC national executive committee meeting this weekend, which is expected to discuss President Jacob Zuma’s relationship with the Gupta family, and their alleged influence over the state.","Jacob Zuma","ANC","EMPLOYEE"
"He was referring to the ANC national executive committee meeting this weekend, which is expected to discuss President Jacob Zuma’s relationship with the Gupta family, and their alleged influence over the state.","Jacob Zuma","ANC","MANAGER"
" On 27 October last year, Eskom issued a statement saying: “We would like to state categorically that Eskom has no contracts in place with Trillian Capital Partners and/or associated companies.”","Trillian Capital Partners","Eskom","INDIRECT"
"Stefaans Brümmer, Sam Sole & Craig McKune The Guptas have done it again – this time by teaming up with state-owned arms manufacturer Denel to profit from the sale of its products in the East.","Sam Sole","Stefaans Brümmer","ASSOCIATE"
"Craig McKune & Tabelo Timse Picture: Iqbal Survé – David Harrison, M&G The Public Investment Corporation (PIC) is trying to block a bid by President Jacob Zuma’s friends, the Guptas, to take a dominant stake in Independent Newspapers.","Jacob Zuma","Guptas","ASSOCIATE"
"These were underscored when President Jacob Zuma – who is close to the Guptas – controversially appointed Gigaba as finance minister in March.","Jacob Zuma","Guptas","ASSOCIATE"
" The source said Hill met Jacob Zuma and became well known to him because of the assistance he gave the ANC during the armed conflict with Inkatha during the 1990s.","Jacob Zuma","ANC","EMPLOYEE"
" The source said Hill met Jacob Zuma and became well known to him because of the assistance he gave the ANC during the armed conflict with Inkatha during the 1990s.","Jacob Zuma","ANC","MANAGER"
" President Jacob Zuma fraternised with known gangster bosses, allegedly as part of an ANC scheme to mobilise support to wrest the Western Cape away from the Democratic Alliance.","Jacob Zuma","ANC","EMPLOYEE"
" President Jacob Zuma fraternised with known gangster bosses, allegedly as part of an ANC scheme to mobilise support to wrest the Western Cape away from the Democratic Alliance.","Jacob Zuma","ANC","MANAGER"
"At Eskom’s annual results presentation on Wednesday 19 July, the power utility finally admitted that it paid Gupta-linked Trillian Capital Partners R495-million for consulting work.","Trillian Capital Partners","Eskom","INDIRECT"
" On 27 October last year, Eskom issued a statement saying: “We would like to state categorically that Eskom has no contracts in place with Trillian Capital Partners and/or associated companies.”","Trillian Capital Partners","Eskom","INDIRECT"
" Nothing could more graphically highlight the ANC’s moral slippage under Jacob Zuma, and the ANC’s frantic desire to extend single-party rule to every corner of South Africa, than this extraordinary claim.","Jacob Zuma","ANC","EMPLOYEE"
" Nothing could more graphically highlight the ANC’s moral slippage under Jacob Zuma, and the ANC’s frantic desire to extend single-party rule to every corner of South Africa, than this extraordinary claim.","Jacob Zuma","ANC","MANAGER"
" Magashule’s son was employed by the Guptas, while Zwane visibly championed the Guptas’ interests when he was former president Jacob Zuma’s minister of mineral resources.","Jacob Zuma","Guptas","ASSOCIATE"
" It has been speculated that the Jacob Zuma faction, in control of the ANC party machine since the Polokwane conference the previous December, did not want the Mbeki-led government to dispense the patronage from such a large contract.","Jacob Zuma","ANC","EMPLOYEE"
" It has been speculated that the Jacob Zuma faction, in control of the ANC party machine since the Polokwane conference the previous December, did not want the Mbeki-led government to dispense the patronage from such a large contract.","Jacob Zuma","ANC","MANAGER"
" The amaBhungane Centre for Investigative Journalism filed this challenge after learning that state spies had been recording journalist Sam Sole’s phone communication for (at least) six months in 2008 during the ‘Spy Tapes’ era.","Sam Sole","amaBhungane Centre for Investigative Journalism","MANAGER"
" Ali (not his real name) came to South Africa five years ago and now works in the Johannesburg CBD.","Johannesburg","South Africa","WITHIN"
" * Sarah Evans is a reporter with the Mail & Guardian; Sam Sole is a managing partner of amaBhungane, the M&G Centre for Investigative Journalism.","Sam Sole","M&G Centre for Investigative Journalism","MANAGER"
" * Sarah Evans is a reporter with the Mail & Guardian; Sam Sole is a managing partner of amaBhungane, the M&G Centre for Investigative Journalism.","Sam Sole","amaBhungane","MANAGER"
" Mvoko and his colleagues have so far resisted disclosing reasons for their decision, but it appears driven by the tight-fisted approach and authoritarian management style of the Guptas, the controversial family close to President Jacob Zuma that is funding the project.","Jacob Zuma","Guptas","ASSOCIATE"
" While the paper’s owners are regarded as close to the ANC and are personally close to President Jacob Zuma and his family, Mvoko had been insistent that he would maintain an independent editorial line, albeit broadly sympathetic to the ANC-led government.","Jacob Zuma","ANC","EMPLOYEE"
" While the paper’s owners are regarded as close to the ANC and are personally close to President Jacob Zuma and his family, Mvoko had been insistent that he would maintain an independent editorial line, albeit broadly sympathetic to the ANC-led government.","Jacob Zuma","ANC","MANAGER"
" South African-born Ekon describes himself as “an international investor and venture capitalist currently living in the United Kingdom” and boasts that he “is a personal friend of South African President Jacob Zuma and the two of them meet regularly when President Zuma is in London”.","London","United Kingdom","WITHIN"
" Email correspondence shows that groups such as the MK Military Veterans Association and ANC Youth League, which have embraced the idea of a racist conspiracy against the Guptas, appear to have received PR assistance from Bell Pottinger in their campaigns to discredit the family’s critics and those of Jacob Zuma.","Jacob Zuma","Guptas","ASSOCIATE"
" We trust the information will be followed up by the two probes so far announced: the public protector’s investigation into whether President Jacob Zuma breached the Executive Members’ Ethics Act through his relationship with the Gupta family, and the ANC’s own internal inquiry, led by secretary general Gwede Mantashe.","Jacob Zuma","ANC","EMPLOYEE"
" We trust the information will be followed up by the two probes so far announced: the public protector’s investigation into whether President Jacob Zuma breached the Executive Members’ Ethics Act through his relationship with the Gupta family, and the ANC’s own internal inquiry, led by secretary general Gwede Mantashe.","Jacob Zuma","ANC","MANAGER"
" We can also see from the #GuptaLeaks that on December 2, when mines minister Mosebenzi Zwane failed to board his official flight from Zurich to Dubai, he was allegedly on board the Guptas’ Bombardier jet, ZS-OAK, along with Tony Gupta and Salim Essa.","Guptas","Tony Gupta","FAMILY"
"President Jacob Zuma and the African National Congress (ANC) appear to be conflicted over personal and business ties in relation to the controversial R2.4-billion bailout offered to Swaziland’s King Mswati III, which was announced this week.","Jacob Zuma","African National Congress","EMPLOYEE"
" Although there’s no record of Molefe visiting the Guptas in Dubai, the Public Protector’s State of Capture report detailed 58 phone calls between Molefe and Ajay Gupta starting soon after Molefe joined Eskom.","Guptas","Ajay Gupta","FAMILY"
" Aurora’s political connections via its directorships include Khulubuse Zuma, President Jacob Zuma’s nephew; Michael Hulley, Zuma’s lawyer; and Zondwa Mandela, Nelson Mandela’s grandson.","Jacob Zuma","Nelson Mandela","ASSOCIATE"
"President Jacob Zuma and the African National Congress (ANC) appear to be conflicted over personal and business ties in relation to the controversial R2.4-billion bailout offered to Swaziland’s King Mswati III, which was announced this week.","Jacob Zuma","ANC","EMPLOYEE"
"President Jacob Zuma and the African National Congress (ANC) appear to be conflicted over personal and business ties in relation to the controversial R2.4-billion bailout offered to Swaziland’s King Mswati III, which was announced this week.","Jacob Zuma","African National Congress","MANAGER"
"President Jacob Zuma and the African National Congress (ANC) appear to be conflicted over personal and business ties in relation to the controversial R2.4-billion bailout offered to Swaziland’s King Mswati III, which was announced this week.","Jacob Zuma","ANC","MANAGER"
" The debacle has also heightened tensions between the ANC and EFF as Marikana has been a political hot potato for the ruling party since the August 2012 killings.","EFF","ANC","ANTAGONIST"
" President Jacob Zuma’s nephew Khulubuse Zuma and Nelson Mandela’s grandson, Zondwa Mandela, sit on its board.","Jacob Zuma","Nelson Mandela","ASSOCIATE"
" However, the Paradise Papers — the leak of 13.4-million documents from 19 “secrecy jurisdictions” obtained by German newspaper Süddeutsche Zeitung and shared with the International Consortium of Investigative Journalists — contains references to a mysterious offshore account held on Mandela’s behalf.","International Consortium of Investigative Journalists","Süddeutsche Zeitung","BUSINESS"
" Aurora is the company led by Jacob Zuma’s nephew, Khulubuse, and Nelson Mandela’s grandson, Zondwa, that has been struggling to raise funds to get into the mining business.","Jacob Zuma","Nelson Mandela","ASSOCIATE"
" Aurora’s board boasts Zuma, nephew of President Jacob Zuma, Zuma’s lawyer, Michael Hulley, and Nelson Mandela’s grandson, Zondwa Mandela.","Jacob Zuma","Nelson Mandela","ASSOCIATE"
" Jacob Zuma’s nephew, Khulubuse Zuma, and his lawyer, Michael Hulley, with Nelson Mandela’s grandson, Zondwa Mandela, feature on the Aurora board, giving the company heavy political clout and black empowerment credentials.","Jacob Zuma","Nelson Mandela","ASSOCIATE"
" He also accepted that Selebi showed Agliotti both a portion of a National Intelligence Estimate report and a confidential report from the United Kingdom in order to benefit Agliotti.","Selebi","Agliotti","ANTAGONIST"
